,Description,Director,Runtime (Minutes),Action,Adventure,Aniimation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Success
126,A young boy is raised within the confines of a small shed.,Lenny Abrahamson,118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"With the help of a German bounty hunter , a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",Quentin Tarantino,165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
128,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",Chan-wook Park,144,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
129,"High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother.",Kelly Fremon Craig,104,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",Zack Snyder,162,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
131,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,Greg Mottola,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,"When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks, and together they must race across Europe against the clock to foil a deadly global plot.",Ron Howard,121,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",Steven Spielberg,117,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
134,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,Gary Ross,142,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
135,"Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.",Elizabeth Wood,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Denis Villeneuve,121,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,"Warring alien and predator races descend on a rural US town, where unsuspecting residents must band together for any chance of survival.",Colin Strause,94,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
138,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.",Guillermo del Toro,131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
139,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",Glenn Ficarra,118,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
140,Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,Edgar Wright,112,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,"Exceptional London cop Nicholas Angel is involuntarily transferred to a quaint English village and paired with a witless new partner. While on the beat, Nicholas suspects a sinister conspiracy is afoot with the residents.",Edgar Wright,121,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
142,"Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shootout and a game of survival.",Ben Wheatley,90,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,Bryan Singer,132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
144,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",Edward Zwick,118,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"Armed with a licence to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.",Martin Campbell,144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
146,A teenage girl risks everything when she falls in love with a vampire.,Catherine Hardwicke,122,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
147,The Four Horsemen resurface and are forcibly recruited by a tech genius to pull off their most impossible heist yet.,Jon M. Chu,129,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",Simon Curtis,109,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",Michael Bay,144,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
150,"A cryptic message from Bond's past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",Sam Mendes,148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
151,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",Dan Gilroy,118,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
152,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,Travis Knight,101,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153,A lonely writer develops an unlikely relationship with an operating system designed to meet his every need.,Spike Jonze,126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
154,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",Chris Buck,102,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",Brad Bird,130,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,Matt Reeves,130,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",Ben Stiller,107,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by a malicious spirit.,James Wan,134,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
159,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",Peyton Reed,117,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,"Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father.",Sharon Maguire,118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
161,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.",Robert Eggers,92,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
162,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",Kenneth Branagh,105,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
163,"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",Asghar Farhadi,124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
164,19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.,Ang Lee,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",Guillermo del Toro,119,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
166,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.,Nicolas Winding Refn,100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",Judd Apatow,125,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
168,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,Derek Cianfrance,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Tom McCarthy,128,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170,A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.,Luke Scott,92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
171,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",Gavin O'Connor,140,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
172,"Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.",Joe Johnston,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
173,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",Sean Penn,148,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,"During World War II, mathematician Alan Turing tries to crack the enigma code with help from fellow mathematicians.",Morten Tyldum,114,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
175,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",Rawson Marshall Thurber,107,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",Doug Liman,113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
177,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.",Gore Verbinski,146,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
178,"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.",Oliver Stone,134,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Jon Favreau,126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
180,"After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago, to finally discover the shocking truth of the world around them.",Robert Schwentke,120,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
181,"In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start World War III.",Matthew Vaughn,132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
182,"When a young vegetarian undergoes a carnivorous hazing ritual at vet school, an unbidden taste for meat begins to grow in her.",Julia Ducournau,99,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
183,"A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details.",Jim Jarmusch,118,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
184,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",Paul Feig,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
185,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",Brad Peyton,114,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",Harmony Korine,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.",Michael Bay,144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
188,"When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves.",Alan Taylor,112,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
189,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.",Alex Proyas,126,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
190,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",Anthony Russo,136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
191,A young man working at a small town junkyard discovers and befriends a creature which feeds on oil being sought by a fracking company.,Chris Wedge,104,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",Matthew Vaughn,117,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.",Ilya Naishuller,96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.",John Lasseter,117,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,A young woman is followed by an unknown supernatural force after a sexual encounter.,David Robert Mitchell,100,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
196,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",David Fincher,158,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
197,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,Rawson Marshall Thurber,110,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
